title,text,rating
easy set up and user friendly,suggested by the sales associate I'm glad I took his suggestion,5
Ok,How do I rate this I really can't tell because I am not going to test every single one of them!,3
piece of junk,"I cannot believe i bought this junk. It's always in freezing mode and i have to reboot it multiple times within a given hour. None of the apps work properly. I have tried to update the op. system, but that didnt help.",1
Three Stars,Weird but some didn't last long as they should,3
Five Stars,They work - that's about it.,5
Very disappointing purchase,"I purchase this tablet for my son and it was very disappointing on the 3 exchanges I had to do. First the charger was not working, second the free time was not connecting and third exchange it was freezing. So many good reviews for this tablet but it did not work for me.",1
Dead On Arrival,It's seems as thought all of the batteries in the package are already dead. They are only lasting 3-4 days in the devices I'm putting them in. Fairly disappointed,1
Bah,Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,1
Great for kids,Only good for kids and games. Battery life is good.,3
Very awesome!,"So I was trying this out before giving it to my son and ended up playing the games for like an hour! Some of the games are amazing quality! Just like the cartoon shows, but more interactive. We bought 2 for my twins to use on an upcoming plane ride and can't wait to see their reactions! Love it!",5
Terrible!! The batteries drained way too fast,Terrible!! The batteries drained way too fast. We put them in wreaths with lights and went dead within 2 days. They were timed for 4 hours so it's not on for long. We used Energizer batteries last year and worked for the 20 days that were on display and didn't have to change any. But I guess for 24 for 100 you get what you pay for. Will not buy these again.,1
Haven't set it up yet,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,3
Not as good as I'd hoped,I'll give it 3 starts because it's a decent tablet. But if the screen messes up when I'm trying to use it i can't imagine how my granddaughter feels.,3
Nice Amazon Fire Tablet !,Its a good one but didn't set for my 6 year old.So had to return it back !,3
ok,bought this during black friday (actually Thursday). ok for price. but not cool i had to buy extra storage for not a great price.,3
Not a bad product,I bought this for 3 year old to replace an older Ipad. it was functional but no where near level of ipad. This is understandable based on price difference/ I returned to store.,3
Kind of complicated,"I bought 2 of these tablets for my two youngest children. They had a lot of options to chose from as far as children apps go, but they were already familiar with the iPad since they stole mine all the time. Lol. That made it hard for them as well as myself to figure out how to use at first. Besides that, it's a good product.",3
OK but not great,"I have a digital charger that has been very effective at recharging alkaline batteries. I usually get two or three 90 charges from a quality battery before it starts to leak. These are fine for their original life, but none could handle a recharge. Yes, I know that's what all alkaline batteries advertise, but at this price, which is equivalent to what I pay for Maxell and others, I expected a more robust container.",3
safe and eco-friendly,"These batteries are safe for children, because it features an anti-leakage style. Plus, it's eco-friendly so it's not just good for your child, buy also in your surrounding.",5
Good tablet,This was not the best choice for my autistic son. We were unable to download anything from Google Play and were limited to the Amazon store. Making this a deal breaker for us. I had to return it and get a different tablet.,3
